#,tractate,fromLine,fromWordIndex,fromWord,toLine,toWordIndex,toWord,composition,compositionLocation,excerpt,comments,year,כרטיס בכרטסת,כרטיס בסריקה
3460,yevamot,,*,,,*,0,יחוסי תנאים ואמוראים,"""חלפתא""(8), עמ' שיד-טו",וביבמות ירושלמי הל' ראשונה ר' יוסי בירבי חלפתא ייבם את אשת אחיו חמש חרישות חרש וחמש נטיעות נטע ודרך סדין בעל אילו הן ר' ישמעאל בר' יוסי וכו' ר' חלפתא בר' יוסי ר' אבדימוס בר' יוסי היינו ורדימוס ,"(לעיל כשדן מבבלי שבת קיח,ב דר' מנחם ב""ר יוסי היינו ורדימוס שפניו דומות לורד, ועי')",1250,,
13239,yevamot,1035,1,עד,1153,30,כשר.,העיטור,"כ""ח. א. ויניציאה    ח""א, מ""ד ע""ב טור ב' (כ""ד)",ירושלמי עבד גוי מהו נשמעיניה מן הדה רבה בר רב חייא אייתי גיטא אייבד מיניה ואשכחיה חד סרקויי אתא עובדא קומי ר' ואכשריה הדה אמרה עבד גוי כשר,,1150,94,150425_94
18918,yevamot,,*,,,*,0,חזקוני על התורה,"ויקרא יג, ג","יעקב איש נכופיא הורה בצור מותר למול בנה של נכרית בשבת שמע רב חגי אמר ליה איתא לקי אמר ליה בר אינשי הורה מילתא דאורייתא לקי אמר ליה ומה היא דאורייתא א""ל דכתיב וילדו על משפחותם לבית אבותם אמר ליה לא הורית טבת דכתיב לא תתחתן בם כי יסיר את בנך מאחרי הסיר לא נאמר אלא יסיר פי' חתנך הגוי יסיר את בנו שהוא בנך מאחרי ללמדך בנך הבא מן הגוי קרוי בנך ואין בנך הבא מן הגויה קרוי בנך אלא בנה אמר ליה רצוף ריצפך דהוא טבא לאולפנא","הלשון דומה יותר לב""ר פר 'ז",1275,7,14_90017
15807,yevamot,73,8,הכא,73,23,בעבירה.,"רי""ף יבמות","פ""א ג' ע""א (עמ' ה')   ח""ב",מתני' שש עריות חמורות מאלו ... גמ' הכא כרת והכא כרת הכא ממזר והכא ממזר מאי חמורות שאינן יכולין לינשא לאחים שלא בעבירה.,"ובר""ן: אמרינן בגמ' מכדי הכא כרת והכא כרת הכא ממזר והכא ממזר אם כן מאי חמורות ... הגליון מצין את הירושלמי שלמעלה. בגמרא בבלית אינה.",1050,2,160076_344
15116,yevamot,90,*,,91,9,נער הייתי גם זקנתי.,ילקוט המכירי,"תהילים קז ע""ב",פכירים רשו ורעבו ודורשי ה' לא יחסרו כל טוב יבמות ירושלמי למטה בפסוק נער הייתי גם זקנתי במזמור לז,,1350,38,1230_200860
20515,yevamot,,*,,,*,0,"שו""ת ריב""ע מלאטאש",ע' 80,"ואם תקשה מלשון נמוקי יוסף ביבמות בפ' המשנה הנ""ל בשם הירושלמי דדוקא אם כנס אין מוציאין אבל קדש לבד מוציאין התשובה בזה שאני בקשתי בירושלמי שבידי ומצאתי הגרס' בהפך מלשון הירושלמי שגרס הנמוקי יוסף וז""ל ממש קדש כמו שכנס ובחפשי אחר האחרונים ... ומצאת ריב""ש ... והא לך כל לשון התשובה ... אבל נ""ל שזה תלויה בחוף הנוסחאות הנמצאות בירושלמי גבי הנהו דפ' כיצד דתנן התם דאסורות לינשא דגרסינן התם בירושלמי קדש אין אומרים לו שיכנס אלא שלא יכנס כנס אין מוציאין כך הביא הרמב""ן ז""ל נוסחאות הירושלמי ונראה פרושה דכל שכנס לגמרי אין מוציאין מידו ואעפ""י שאמרו לו שלא יכנוס וה""ה לקטלנית ומ""מ נוסחא זו תקשה לרמב""ם ז""ל ... והרשב""א ז""ל מצא נוסחא אחרת בירושלמי והיא זאת קדש כמי שכנס אמרו לו שלא יכנוס וכנס מוציאין מידו ולפי נסחא זו י""ל דה""ה בקטלנית ... ומ""מ כיון שיש התחלפות בנוסחא ספיקא הוי ומספיקא אין כופין, ועוד דלפי הנוסחא ג""כ האומרת שכופין כיון דמשום קנסא הוא דהיכא דאיתמר אתמר ... הרי לך בהדיא שלהיות הגרסא של ירושלמי מסופקת דאין כופין משום חומרת א""א ...",,777,16,170879-80_285-6
20820,yevamot,,*,,,*,0,"שו""ת הריב""ש","סי' שעט דף קצא ע""ג","ועוד שם בירוש' גרש מהו שיחזור פי' אם עב' וכנס ואחר כך גרש מהו שיחזור אם אומר את כן לא נמצא לוזה על בניה וכתב הרמב""ן ז""ל לפי הירושלמי הזה דוק' בשיש לה בני' מכניסה ראשונה. הנה שאין חוששין ללעז הביאות שנעשו ע""י חופה וקדושין ...",(עיין בקודמת),1350,116-1,171059_589
10655,yevamot,,*,,,*,0,"שו""ת מהר""י בירב","שיטת קדושין דף פח ע""ב",הקשו בירוש' ועבד אין לו חייס והוא גבי ציבא כתיב ולציבא עשרה בנים וציבא עבד שאול מלך ישראל היה ומשני בפר בן בקר פי' אותן בנים שמייחס לציבא הרי הוא כאותו בן שקורא בתורה לפר בן בקר שאין לו חייס.,[בשינויים!],1500,,
9514,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים ש ד""ה וכולן","ויש בירושלמי נוסחאות חלוקות האחת היא קידש אין אומרין לו שיכנוס אלא שלא יכנוס ואם כנס אין מוציאין מידו וזה הנוסח שכתב הרמב""ן ז""ל אבל הרשב""א ז""ל מצא נוסחה אחרת קידש כמי שכנס אמרו לו שלא יכנוס וכנס מוציאין מידו",,1400,109,647_81280
9510,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים ש, ד""ה וכולן עם עברו",עוד בירושלמי גירש מהו שיחזיר אם אומר את כן לא נמצא לעז על בניה,,1400,110,548_81281
29456,yevamot,,*,,,*,0,ים של שלמה - יבמות,"דף י""א עמודה 1","והאי כנסה לאו לוק' אלא אפי' קידש כמו שנתבאר לעיל ויש בזה חילוף נוסחאות בירו' כמ""ש הרב המגידוז""ל ורמב""ן מצא נוסח' בזה הלשון קידש אין אומרים לו שיכנוס אלא שלא יכנוס ואם כנס אין מוציאין והרשב""א מצא גירס' אחרת קידש כמו שכנ' א""ל שלא יכנוס מוציאין ממנו עכ""ל וכת' הריב""ש כיון שיש חילוף בנוסחאות ספיק' הוי אין כופין להוציא מספיק' עכ""ל כתב בנ""י היכ' דהחזירה בעל וחזר וגירשה אמרו בירו' שמותר להחזיר' שא""כ אתה מוצי' לעז על בני' שהיו לה אחר שהחזירה ושמ' דאי ליכ' בנים לא יחזיר וכ""כ הריטב""א בשם הרמב""ן עכ""ל",לעיל דיון קצר בעינין זה,1550,12,290634_1096
29457,yevamot,,*,,,*,0,ים של שלמה - יבמות,"דף י""א עמודה 1","והאי כנסה לאו לוק' אלא אפי' קידש כמו שנתבאר לעיל ויש בזה חילוף נוסחאות בירו' כמ""ש הרב המגידוז""ל ורמב""ן מצא נוסח' בזה הלשון קידש אין אומרים לו שיכנוס אלא שלא יכנוס ואם כנס אין מוציאין והרשב""א מצא גירס' אחרת קידש כמו שכנ' א""ל שלא יכנוס מוציאין ממנו עכ""ל וכת' הריב""ש כיון שיש חילוף בנוסחאות ספיק' הוי אין כופין להוציא מספיק' עכ""ל כתב בנ""י היכ' דהחזירה בעל וחזר וגירשה אמרו בירו' שמותר להחזיר' שא""כ אתה מוצי' לעז על בני' שהיו לה אחר שהחזירה ושמ' דאי ליכ' בנים לא יחזיר וכ""כ הריטב""א בשם הרמב""ן עכ""ל",לעיל דיון קצר בעינין זה,1550,12,290634_1096
29471,yevamot,,*,,,*,0,ים של שלמה - יבמות,"דף ל""ד עמודה 3","ומ""ש ר""י בר ששת שתלוי בחלוף הנוסחאות הנמצאות בירושלמי גבי הנהו דפ' כיצד דתנן התם דאסורו' לינש' דגרסינן התם בירושלמי קדש אין אומרי' לו שיכנוס אלא שלא יכנוס כנס אין מוציאין מידו כך הביא הרמב""ן זכרונו לברכה נוסחת הירושלמי ונראה פירוש' דכל שכנס לגמרי אין מוצאין מידו ואעפ""י שאמרו לו שלא יכנוס וה""ה לקטלנית ... והרשב""א ז""ל מצא נוסח' אחרת בירושלמי והיא זו קדש כמו שכנס אמרו לו שלא יכנוס וכנס מוציאין מידו דכיון שכנס אחר בתראה קונסי' ומוציאי' מידו ...""","(להלן ולעיל אריכות דיון בעינין זה ומסיק שהעקר כגי' אחרונה דאל""כ מה הועילו חכמים בתקנתם וכו')",1550,26,290650_1112
31182,yevamot,,*,,,*,0,"חי' הרשב""א - יבמות","כו ע""א, עמ' קנד, ד""ה: ירושלמי קדש","[וגרסינן עוד בירושלמי] גרש מהו שיחזיר פי' כגון שעבר וכנס וגרש מהו שיחזיר אם אומר את כן לא נמצא לוזה על בניה [ונראה דוקא שהיו לה בנים מכניסה ראשונה לפי הירושלמי הזה הר""ם ב""ן נ""ר. ואני מצאתי גירסה אחרת בספרים אחרים בירושלמי ברישא וכך מצתיה] קדש כמי שכנס אמרו לו שלא יכנוס וכנס מוציאין מידו ע""כ.",,1275,14,460_00271226
17112,yevamot,,*,,,*,0,"שו""ת הרשבא - המיוחסות לרמב""ן",".סימן עו, יט ע""ב","... והוא הדין לכתב ידו אף על גב דלא גבה ממשעבדו דאפילו הוא שטרא מעליא וגבי משעבדי אי לאו משו' דלית לי' קלא וכגון דליכ' למיחש לקנוניא וה""ד כגון דשעב' הזקן ומכר הבן כדאית' בירוש' פר' החולץ",,1275,8,1180_00241370
9758,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים קפה ד""ה ובהשגות א""א","ובהשגות א""א לא מצאתי במכר צאן ברזל שלא יהא מכרו קיים עד שיבוא לעת הגבוי אלא רשב""ג ורבנן פליגי כליה בירושלמי פרק אלמנה לכ""ג ע""כ והירושלמי שהזכיר בשדה שעשאו לה אפותקי היא ושם השוו נכסי צאן ברזל שהכניסה לו לאפותיקי",,1400,58,597_81230
36056,yevamot,,*,,,*,0,"חי' הרשב""א - נידה","(לח,א) עמ' רס""ב","וכענין הזה מצאתיה בגמרא דבני מערבא ביבמות בפ' החולץ היבמה לא תחלוץ ולא תתיבם עד שיהו לה שלשה חדשים דגרסינן התם תמן תנינן כמה היא קישויה, ר""מ אומר אפי' ארבעים וחמשים יום ר' יהודה אומר דיה חדשה וכו', ר' יוסה בשם ר' בא זאת אומרת שהאשה יולדת לחדשים מקוטעים דלא כן ניתני שלשים יום, ר' יוסא בר בון בשם ר' בא זאת אומרת שהאשה יולדת לחדשים שלמים דתנינן דייה חדשה.",,1275,5,280712_738
31207,yevamot,,*,,,*,0,"חי' הרשב""א - יבמות","מא ע""א, עמ' רנא",[וכדאמר ר' יוחנן בירושלמי על הא מתניתין דגרסינן התם] לא אמרו אלא מתה יבמתו אבל מתה אשתו אסור ביבמתו אמר ר' יוחנן זו דברי ר' אליעזר אבל דברי חכמים מתה אשתו מותר ביבמתו אמר ר' יוחנן זו דברי חכמים כל שהוא מחמת הגורם בטל הגורם בטל האיסור,,1275,21,467_00271233
17293,yevamot,,*,,,*,0,בית הבחירה,"יבמות, עמ' 258",ומכל מקום אינו דומה שכל שהוא תוך שמנה אין בו מקום למילה כלל לא בו ולא בכיוצא בו אבל מתו אחיו מחמת מילה אלו נתברר בסימני בריאות וחוזק חייב... כך היא שיטתנו וכן נראה עניינה בתלמוד המערב,,1375,39,843_210550
9391,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","נשים שע ד""ה יבם קטן",והא דתני לה מדין תורה טעמא דמילתא כדתני עלה בתוספתא דמכלתין זה הכלל כל ביאה שצריכה דעת אין ביאתו ביאה אינה צריכה דעת ביאתו ביאה וכן בירושלמי,"רמב""ם - ביאת בן ט' כמאמר בגדול שויוה רבנן",1400,137,675_81308
31227,yevamot,,*,,,*,0,"חי' הרשב""א - יבמות","עמ' שכג, ד""ה: מאי קנה [נו ע""א]","[... אבל רבינו הריא""ף ז""ל ששנאה בתוך דיני העראה נראה שפירשה אף לזו בהעראה אינו מחוור דבכל התורה כולה רבתה תורה העראה כגמר ביאה חוץ משפחה חרופה, ובירושלמי דמשמע דמפרשי לה בהעראה פירש הרמב""ן נ""ר דהעראה דשגגות קאמר]",בענין מה שנאמר במשנה באחד שבא על היבמה... אחד המערה ואחד הגומר קנה,1275,31,477_00271243
36372,yevamot,,*,,,*,0,"שו""ת הרשב""א ח""ג","סי' מג דף יב ע""ד","... אבל באפותיקי מפורש דלא יהא פרעון אלא מזה בין אשה בין בעל חוב אינן גובין משאר נכסים והכין איתא בירושלמי וכן כתב הרב אלפסי ז""ל בתשובה דברייתא וירושלמי באפותיקי סתם אבל במפורש אפי' בעל חוב אינו גובה אלא ממנה ואינה מכורה אפילו לשעה.",(עיין בקודמת),1275,13,281035_978
27562,yevamot,,*,,,*,0,"שו""ת הר""ן ",סי' ע ע' קנה,אלא שכדאין הם הדברים לסמוך עליהם במה שפשט מנהגו להיתר שכבר אמרו בירושלמי הלכה שהיא רופפת בידך צא וראה היאך הצבור נוהגים ונהוג כן...,,1350,18,996_00260377
23307,yevamot,,*,,,*,0,ספר השטרות,עמ' 12,"ירושלמי בפר' אלמנה לכהן גדול העושה שדהו אפותיקי לאשה בכתובתה או לבעל חוב בחובו מכרה מכורה והלוקח יחוש לעצמו רבן שמעון ב""ג אומ' לאשה בכתובתה אינה מכורה שלא על דעת שתהא מחזר על בתי דינין הוי כשמכרן לשעה אינן קיימין אבל אם לא מכרין לשעה דברי הכל אינן מכורין",,1100,2,1159_91410
8996,yevamot,,*,,,*,0,ספר המאור,"יבמות כא, ב","מכרו שניהם לפרנסה... ורשב""ג אזיל לטעמיה שמחמיר במכירת נכסי האשה כדאשכחן בעושה שדהו אפותיקי לאשה בכתובתה... כדאיתא בגיטין פרק השולח ובכל אפותיקי נשנית אותה ברייתא.. וכשמכרה לאחר כמו שפירשו בירושלמי העושה שדהו אפותיקי לבע""ח ולכתובת אשה, ומכרה לאחר מכירה מכירה והלוקח יחוש לעצמו פי' כלומר יחוש שיניל להם נכסי בני חורין שיגבו מהם","מובא ברי""ף גיטין פ""ד",1150,62,924_81542
8999,yevamot,,*,,,*,0,ספר המאור,"יבמות פ""ז כב, א","והירושלמי שכתב הרי""ף ז""ל בגיטין בפרק השולח רשב""ג אומר לאשה בכתובתה אינו מכורה הוי בשמכרן ששעה אנו קיימין. דמשמע שהמכר בטל בהן מיד... שאין סומכין אלא על תלמוד ערוך שלנו",,1150,64,926_81544
30914,yevamot,,*,,,*,0,מחזור ויטרי,עמ' 194,"ואמרי' בתלמוד ירושלמי אם ראית הלכה רופפת בב""ד ראה היאך ציבור נוהגים.",,1150,30,291299_1135
23974,yevamot,,*,,,*,0,"תשובות מהר""ם מינץ",סימן צו עמ' תסט,"ובירושלמי פליג ר' יוחנן ור' אליעזר בנצ""ב ומסיק דפליגי בפלוגתא דרשב""ג ורבנן רבי אליעזר כרבנן ור' יוחנן כר' שמעון בן גמליאל [...] אך מסיק בירושלמי דפליגי בממכ' לשעה אבל ממכר עולם ד""ה אינה קיים ע""ש.",,1275,42,499_00250105
26515,yevamot,,*,,,*,0,תוספות אלפסי - יבמות,שכ,"ירושלמי תניא העושה שדהו אפותיקי לכתובת אשתו או לבעל חובו ומכרו מכרה [הרי זו] מכירה גמורה. והלוקח יחוש לעצמו. רשב""ג אומר לכתובת אשה אינה מכירה שלא עלת על דעתו שתהא אשתו מחזרת על בתי דינין. כשמכרה לשעה אנן קיימין, אבל לעולם דברי הכל אינה מכורה.",הסוגרים - בנדפס,1250,9,221128_182
26144,yevamot,,*,,,*,0,פסקי מרדכי,"גיטין פ""ד, סי' קג, 414 (בשינויי נוסחאות)",מוציא ה[ולא דמי לשאר כספי' של בעל כשהמקח קיים עד שתבא האשה ותטרוף דהתם אין כתובת' מיוחדת עליהם יותר מעל שאר נכסים ואי איכא בני חרי לא גביא ממשעבדי אבל הכא אפי' אינם בני חרי יכולה לומ' לא שקילנ' אלא שיחד לי ולכך בטל המקח לאלתר וכן מוכח בירושלמ'],"כרטיס זה הוא מתוך ש""נ, מכת""י ה, והסוגרים שם. והמקור ביבמות שם בסוגית ""מכרן לשעה""? ועי' הקשר דבריו בגוף הטקסט. איני בטוח במקור",1275,11,220878_398
8279,yevamot,,*,,,*,0,"פסקי הרא""ש","פ""ד סל""ד [דף מא.]","ירושלמי העושה שדה אפותיקי לאשה בכתובתה או לבעל חוב בחובוומכרה מכורה והלוקח יחוש לעצמו רשב""ג אומר לאשה בכתובתה אינה מכורה שלא עלה על דעתו שהיא מחזרת בבתי דינין הוי כשמכרן לשעתו אנו קיימים אבל מכרן לעולם דברי הכל אינן מכורין",,1300,19,1285_50590
22381,yevamot,,*,,,*,0,פירוש רבינו חננאל,אוצר הגאונים בבא קמא עמ' 90,וגרסינן בתלמוד ארץ ישראל בתחלת פרק אלמנה לכהן גדול בעניין עבדי מלוג יוצאין בשן ועין לאשה ולא לאיש ואמ' ר' יוחנן קל הוא בשחרור כהדה דתני העושה עבדו אפותיקי מכרו אינו מכור שחררו משוחרר,,1025,14,1073_91039
21756,yevamot,,*,,,*,0,פירוש רבינו חננאל,יבמות עמ' 318,"ירושלמי אלמנה לכה""ג שלא עלה על דעתה שישתמשו אחרי' בכליה",,1025,7,90912
22412,yevamot,,*,,,*,0,פירוש רבינו חננאל,"פירושי ר""ח בבא קמא עמ' קכו",[וגרסינן בתלמוד ארץ ישראל בתחלת פרק אלמנה לכהן גדול בענין בהדי מלוד יוצאין בשן ועין לאשה ולא לאיש] ואמ' ר' יוחנן קל הוא בשחרור כהדה ותני האשה ??? אפותיקי מכרו אינו מכרו שחררו משוחרר,,1025,9,1191_91055
30747,yevamot,,*,,,*,0,ספר התרומות,עמ' קנ,כדאמרינן בעלמא - העושה שדהו אפותיקי לבעל חוב ומכרו מכור והלוקח יחוש לעצמו,הערה: בראשון עצמו זה לא מופיע בירושלמי אבל בפתח מציינים ירושלמי דיבמות. [מובא בירושלמי בהקשר לנכסי מלוג ועבדים שעשה עליהן אפותיקי],1250,7,291188_910
19242,yevamot,,*,,,*,0,ספר ההשלמה,"ב""ב ט ע""א","ובירושלמי שכתב הרב אלפסי ז""ל במסכת גיטין בפרק השולח הוי כשמכרן לשעה אנן קימין וכו' משמע הכי דבאפותיקי מפורש גובה מן הלוקח אע""פ שיש נכסים בני חורין ושם ביארתי [והכי גרסינן בירושלמי במסכת שביעית בפרק בתרא וכתבתיו במסכת גיטין בפרק השולח]","הירושל' שמביא הרי""ף הוא ירושל' ביבמות שם: נישמעינה מן הדא העושה שדהו אפותיקי לאשה בכתובתה ... דברי הכל אינן מכורין",1200,3,115_00250268
15546,yevamot,,*,,,*,0,מלחמות ה' - יבמות,"פ""ז, כב ע""א",כדאתמר בירושלמי אינה מכורה אפילו לשעה שלא עלה על דעת שתהא אשה מחזרת על בתי דיינים,,1250,4,105_00240996
9281,yevamot,,*,,,*,0,"מגיד משנה על הרמב""ם","קנין פט ד""ה אבל הבעל","ודע שדעת רוב המפרשים ז""ל שבאלו מקחון בטל ואינו קיים עד שתבא לגבות כתובתה אלאל בטל הוא לאלתר... וכן אמרו בירושלמי שהוא בטל לאלתר","רמב""ם - אבל הבעל שמכר או נתן בין קרקע שהכניסה לו אשתו בכתובתה או קרקע שהכניס לה  שום משלו בין קרקע שייחד לה בכתובתה אע""פ שקנו מיד האשה אחר שקיימה מעשיו הרי כל מה שעשת בטל ירו' - רשב""ג אומר לאשה בכתובתה אינה מכורה שלא עלת על דעת וכו'",1400,12,856_81348
31452,yevamot,,*,,,*,0,מגדל עוז - נשים,"הל' אישות, פכ""ב הט""ו","[וכן בעל שמכר קרקע בנכסי אשתו בין נכסי צאן ברזל בין נכסי מלוג לא עשה כלום.]  וכן הבעל עד לא עשה כלום. בהלכות פרק האשה שנפלו ופרק חזקת הבתים. כתב הראב""ד לא מצאתי מנכסי צאן ברזל שלא יהא מכרו קיים רק עד שיבא לעת הגבוי אלא רשב""ג ורבנן פליגי עליה בירושלמי פרק אלמנה לכ""ג עכ""ל.  ואני אומר באותו ירושלמי עצמו שמצא ביבמות פרק אלמנה לכ""ג אסיקנא לר""י כרשב""ג וכשמכרן לשעה דוקא אבל מכרן לעולם דברי הכל אינן מכורין  ... ולשון בטל לגמרי משמע ואפילו לשעה כלשון הירושלמי לא עשה ולא כלום וזה כלשון ר""מ ז""ל","אך לשון ""לא עשה ולא כלום"" איני יודע למה כיון",1300,14,300170_169
31958,yevamot,,*,,,*,0,מגדל עוז - נזיקין,"ה' חובל ומזיק, פ""ז הי""א","[וכן העושה עבדו אפותיקי וחזר ושחררו חייב המשחרר לשלם לבעל החוב שהרי הפקיע שעבודו וגרם לאבד ממונו]  ... כתב הראב""ד ז""ל הרב אינו פוסק כן דרשב""ג הוא דאית ליה הכי ורבנן פליגי עליה וקי""ל כרבנן .. עכ""ל. ואני אומר עיקר הלכה זו בגיטין פ' השולח ופלוגתא דרשב""ג ורבנן במתני' ור""י אלפס ז""ל הביאה כפשוטה בהלכות וגם הירושלמי אשר הוא שנוי עליה אבל לא פסק מפורש הלכה לא כרבנן ולא כרשב""ג","(המקור לפי הרי""ף פ' השולח, ויש לעי' שיכותו לדיון פה)",1300,25,300332_331
